SubjectID,PathNum,Condition,Success,Pctg. Rich Club
1077,7,B,True,0.22962962962962963
1077,8,B,True,0.10732196589769308
1077,9,B,True,0.06813186813186813
1079,1,A,False,0.10963748894783377
1079,2,A,True,0.13058419243986255
1079,3,A,True,0.16143497757847533
1079,4,A,False,0.12774957698815567
1079,5,A,False,0.11400422237860662
1079,6,A,True,0.0
1079,7,A,True,
1079,8,A,True,0.11330935251798561
1079,9,A,False,0.11190233977619532
1080,1,B,True,0.11042944785276074
1080,2,B,False,0.09826946847960445
1080,3,B,True,
1080,4,B,True,0.0
1080,5,B,False,0.11780203236733158
1080,6,B,True,0.07906976744186046
1080,7,B,True,0.20125786163522014
1080,8,B,True,0.09737098344693282
1080,9,B,True,0.06451612903225806
